id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p00399,1993,911,36000,Fair,167000,152000,yes,"[""project/data/images/p00399_image_1.jpg"", ""project/data/images/p00399_image_10.jpg"", ""project/data/images/p00399_image_11.jpg"", ""project/data/images/p00399_image_12.jpg"", ""project/data/images/p00399_image_2.jpg"", ""project/data/images/p00399_image_3.jpg"", ""project/data/images/p00399_image_4.jpg"", ""project/data/images/p00399_image_5.jpg"", ""project/data/images/p00399_image_6.jpg"", ""project/data/images/p00399_image_7.jpg"", ""project/data/images/p00399_image_8.jpg"", ""project/data/images/p00399_image_9.jpg""]",project/data/descriptions/p00399_seller_description.txt,https://bringatrailer.com/listing/1993-porsche-911-rs-america-55/
p00400,,911,25,Fair,3550,,no,,project/data/descriptions/p00400_seller_description.txt,https://bringatrailer.com/listing/15x7%e2%80%b3-and-15x8%e2%80%b3-fuchs-wheels-for-porsche/
p00401,1970,914,35,Fair,47000,17144,yes,"[""project/data/images/p00401_image_1.jpg"", ""project/data/images/p00401_image_10.jpg"", ""project/data/images/p00401_image_11.jpg"", ""project/data/images/p00401_image_12.jpg"", ""project/data/images/p00401_image_2.jpg"", ""project/data/images/p00401_image_3.jpg"", ""project/data/images/p00401_image_4.jpg"", ""project/data/images/p00401_image_5.jpg"", ""project/data/images/p00401_image_6.jpg"", ""project/data/images/p00401_image_7.jpg"", ""project/data/images/p00401_image_8.jpg"", ""project/data/images/p00401_image_9.jpg""]",project/data/descriptions/p00401_seller_description.txt,https://bringatrailer.com/listing/1970-porsche-914-6-113/
p00402,1990,928,55000,Fair,13250,35500,no,"[""project/data/images/p00402_image_1.jpg"", ""project/data/images/p00402_image_10.jpg"", ""project/data/images/p00402_image_11.jpg"", ""project/data/images/p00402_image_12.jpg"", ""project/data/images/p00402_image_2.jpg"", ""project/data/images/p00402_image_3.jpg"", ""project/data/images/p00402_image_4.jpg"", ""project/data/images/p00402_image_5.jpg"", ""project/data/images/p00402_image_6.jpg"", ""project/data/images/p00402_image_7.jpg"", ""project/data/images/p00402_image_8.jpg"", ""project/data/images/p00402_image_9.jpg""]",project/data/descriptions/p00402_seller_description.txt,https://bringatrailer.com/listing/1990-porsche-928-s4-25/
p00403,1992,911,7000,Excellent,271000,309000,no,"[""project/data/images/p00403_image_1.jpg"", ""project/data/images/p00403_image_10.jpg"", ""project/data/images/p00403_image_11.jpg"", ""project/data/images/p00403_image_12.jpg"", ""project/data/images/p00403_image_2.jpg"", ""project/data/images/p00403_image_3.jpg"", ""project/data/images/p00403_image_4.jpg"", ""project/data/images/p00403_image_5.jpg"", ""project/data/images/p00403_image_6.jpg"", ""project/data/images/p00403_image_7.jpg"", ""project/data/images/p00403_image_8.jpg"", ""project/data/images/p00403_image_9.jpg""]",project/data/descriptions/p00403_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-911-carrera-rs-25/
p00404,1987,944,19000,Fair,78500,22250,yes,"[""project/data/images/p00404_image_1.jpg"", ""project/data/images/p00404_image_10.jpg"", ""project/data/images/p00404_image_11.jpg"", ""project/data/images/p00404_image_12.jpg"", ""project/data/images/p00404_image_2.jpg"", ""project/data/images/p00404_image_3.jpg"", ""project/data/images/p00404_image_4.jpg"", ""project/data/images/p00404_image_5.jpg"", ""project/data/images/p00404_image_6.jpg"", ""project/data/images/p00404_image_7.jpg"", ""project/data/images/p00404_image_8.jpg"", ""project/data/images/p00404_image_9.jpg""]",project/data/descriptions/p00404_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-944-turbo-cup-2/
p00405,1986,944,1,Fair,43000,21472,yes,"[""project/data/images/p00405_image_1.jpg"", ""project/data/images/p00405_image_10.jpg"", ""project/data/images/p00405_image_11.jpg"", ""project/data/images/p00405_image_12.jpg"", ""project/data/images/p00405_image_2.jpg"", ""project/data/images/p00405_image_3.jpg"", ""project/data/images/p00405_image_4.jpg"", ""project/data/images/p00405_image_5.jpg"", ""project/data/images/p00405_image_6.jpg"", ""project/data/images/p00405_image_7.jpg"", ""project/data/images/p00405_image_8.jpg"", ""project/data/images/p00405_image_9.jpg""]",project/data/descriptions/p00405_seller_description.txt,https://bringatrailer.com/listing/1986-porsche-944-132/
p00406,,911,25,Fair,14343,,no,,project/data/descriptions/p00406_seller_description.txt,https://bringatrailer.com/listing/2025-porsche-917jr-917jr/
p00407,1963,356,91000,Fair,77500,120000,no,"[""project/data/images/p00407_image_1.jpg"", ""project/data/images/p00407_image_10.jpg"", ""project/data/images/p00407_image_11.jpg"", ""project/data/images/p00407_image_12.jpg"", ""project/data/images/p00407_image_2.jpg"", ""project/data/images/p00407_image_3.jpg"", ""project/data/images/p00407_image_4.jpg"", ""project/data/images/p00407_image_5.jpg"", ""project/data/images/p00407_image_6.jpg"", ""project/data/images/p00407_image_7.jpg"", ""project/data/images/p00407_image_8.jpg"", ""project/data/images/p00407_image_9.jpg""]",project/data/descriptions/p00407_seller_description.txt,https://bringatrailer.com/listing/1963-porsche-356b-coupe-31/
p00408,2009,911,106000,Fair,37000,45750,no,"[""project/data/images/p00408_image_1.jpg"", ""project/data/images/p00408_image_10.jpg"", ""project/data/images/p00408_image_11.jpg"", ""project/data/images/p00408_image_12.jpg"", ""project/data/images/p00408_image_2.jpg"", ""project/data/images/p00408_image_3.jpg"", ""project/data/images/p00408_image_4.jpg"", ""project/data/images/p00408_image_5.jpg"", ""project/data/images/p00408_image_6.jpg"", ""project/data/images/p00408_image_7.jpg"", ""project/data/images/p00408_image_8.jpg"", ""project/data/images/p00408_image_9.jpg""]",project/data/descriptions/p00408_seller_description.txt,https://bringatrailer.com/listing/2009-porsche-cayenne-gts-131/
p00409,2003,911,13000,Fair,135000,90000,yes,"[""project/data/images/p00409_image_1.jpg"", ""project/data/images/p00409_image_10.jpg"", ""project/data/images/p00409_image_11.jpg"", ""project/data/images/p00409_image_12.jpg"", ""project/data/images/p00409_image_2.jpg"", ""project/data/images/p00409_image_3.jpg"", ""project/data/images/p00409_image_4.jpg"", ""project/data/images/p00409_image_5.jpg"", ""project/data/images/p00409_image_6.jpg"", ""project/data/images/p00409_image_7.jpg"", ""project/data/images/p00409_image_8.jpg"", ""project/data/images/p00409_image_9.jpg""]",project/data/descriptions/p00409_seller_description.txt,https://bringatrailer.com/listing/2003-porsche-911-gt2-6-2/
p00410,2025,911,728,Fair,396000,261000,yes,"[""project/data/images/p00410_image_1.jpg"", ""project/data/images/p00410_image_10.jpg"", ""project/data/images/p00410_image_11.jpg"", ""project/data/images/p00410_image_12.jpg"", ""project/data/images/p00410_image_2.jpg"", ""project/data/images/p00410_image_3.jpg"", ""project/data/images/p00410_image_4.jpg"", ""project/data/images/p00410_image_5.jpg"", ""project/data/images/p00410_image_6.jpg"", ""project/data/images/p00410_image_7.jpg"", ""project/data/images/p00410_image_8.jpg"", ""project/data/images/p00410_image_9.jpg""]",project/data/descriptions/p00410_seller_description.txt,https://bringatrailer.com/listing/2025-porsche-911-gt3-rs-7/
p00411,2019,911,35000,Fair,30000,164000,no,"[""project/data/images/p00411_image_1.jpg"", ""project/data/images/p00411_image_10.jpg"", ""project/data/images/p00411_image_11.jpg"", ""project/data/images/p00411_image_12.jpg"", ""project/data/images/p00411_image_2.jpg"", ""project/data/images/p00411_image_3.jpg"", ""project/data/images/p00411_image_4.jpg"", ""project/data/images/p00411_image_5.jpg"", ""project/data/images/p00411_image_6.jpg"", ""project/data/images/p00411_image_7.jpg"", ""project/data/images/p00411_image_8.jpg"", ""project/data/images/p00411_image_9.jpg""]",project/data/descriptions/p00411_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-cayenne-12/
p00412,2021,911,32000,Fair,68000,164000,no,"[""project/data/images/p00412_image_1.jpg"", ""project/data/images/p00412_image_10.jpg"", ""project/data/images/p00412_image_11.jpg"", ""project/data/images/p00412_image_12.jpg"", ""project/data/images/p00412_image_2.jpg"", ""project/data/images/p00412_image_3.jpg"", ""project/data/images/p00412_image_4.jpg"", ""project/data/images/p00412_image_5.jpg"", ""project/data/images/p00412_image_6.jpg"", ""project/data/images/p00412_image_7.jpg"", ""project/data/images/p00412_image_8.jpg"", ""project/data/images/p00412_image_9.jpg""]",project/data/descriptions/p00412_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-cayenne-gts-11/
p00413,2023,911,4500,Fair,312000,130000,yes,"[""project/data/images/p00413_image_1.jpg"", ""project/data/images/p00413_image_10.jpg"", ""project/data/images/p00413_image_11.jpg"", ""project/data/images/p00413_image_12.jpg"", ""project/data/images/p00413_image_2.jpg"", ""project/data/images/p00413_image_3.jpg"", ""project/data/images/p00413_image_4.jpg"", ""project/data/images/p00413_image_5.jpg"", ""project/data/images/p00413_image_6.jpg"", ""project/data/images/p00413_image_7.jpg"", ""project/data/images/p00413_image_8.jpg"", ""project/data/images/p00413_image_9.jpg""]",project/data/descriptions/p00413_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-911-gt3-31/
p00414,2022,911,4960,Fair,276500,176000,yes,"[""project/data/images/p00414_image_1.jpg"", ""project/data/images/p00414_image_10.jpg"", ""project/data/images/p00414_image_11.jpg"", ""project/data/images/p00414_image_12.jpg"", ""project/data/images/p00414_image_2.jpg"", ""project/data/images/p00414_image_3.jpg"", ""project/data/images/p00414_image_4.jpg"", ""project/data/images/p00414_image_5.jpg"", ""project/data/images/p00414_image_6.jpg"", ""project/data/images/p00414_image_7.jpg"", ""project/data/images/p00414_image_8.jpg"", ""project/data/images/p00414_image_9.jpg""]",project/data/descriptions/p00414_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-911-gt3-115/
p00415,2022,911,7000,Fair,104000,135000,no,"[""project/data/images/p00415_image_1.jpg"", ""project/data/images/p00415_image_10.jpg"", ""project/data/images/p00415_image_11.jpg"", ""project/data/images/p00415_image_12.jpg"", ""project/data/images/p00415_image_2.jpg"", ""project/data/images/p00415_image_3.jpg"", ""project/data/images/p00415_image_4.jpg"", ""project/data/images/p00415_image_5.jpg"", ""project/data/images/p00415_image_6.jpg"", ""project/data/images/p00415_image_7.jpg"", ""project/data/images/p00415_image_8.jpg"", ""project/data/images/p00415_image_9.jpg""]",project/data/descriptions/p00415_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-panamera-gts-7/
p00416,2003,911,13000,Fair,150000,90000,yes,"[""project/data/images/p00416_image_1.jpg"", ""project/data/images/p00416_image_10.jpg"", ""project/data/images/p00416_image_11.jpg"", ""project/data/images/p00416_image_12.jpg"", ""project/data/images/p00416_image_2.jpg"", ""project/data/images/p00416_image_3.jpg"", ""project/data/images/p00416_image_4.jpg"", ""project/data/images/p00416_image_5.jpg"", ""project/data/images/p00416_image_6.jpg"", ""project/data/images/p00416_image_7.jpg"", ""project/data/images/p00416_image_8.jpg"", ""project/data/images/p00416_image_9.jpg""]",project/data/descriptions/p00416_seller_description.txt,https://bringatrailer.com/listing/2003-porsche-911-gt2-6/
p00417,2001,911,103000,Fair,32911,33500,no,"[""project/data/images/p00417_image_1.jpg"", ""project/data/images/p00417_image_10.jpg"", ""project/data/images/p00417_image_11.jpg"", ""project/data/images/p00417_image_12.jpg"", ""project/data/images/p00417_image_2.jpg"", ""project/data/images/p00417_image_3.jpg"", ""project/data/images/p00417_image_4.jpg"", ""project/data/images/p00417_image_5.jpg"", ""project/data/images/p00417_image_6.jpg"", ""project/data/images/p00417_image_7.jpg"", ""project/data/images/p00417_image_8.jpg"", ""project/data/images/p00417_image_9.jpg""]",project/data/descriptions/p00417_seller_description.txt,https://bringatrailer.com/listing/2001-porsche-911-carrera-4-coupe-21/
p00418,2017,911,20000,Fair,166500,146000,yes,"[""project/data/images/p00418_image_1.jpg"", ""project/data/images/p00418_image_10.jpg"", ""project/data/images/p00418_image_11.jpg"", ""project/data/images/p00418_image_12.jpg"", ""project/data/images/p00418_image_2.jpg"", ""project/data/images/p00418_image_3.jpg"", ""project/data/images/p00418_image_4.jpg"", ""project/data/images/p00418_image_5.jpg"", ""project/data/images/p00418_image_6.jpg"", ""project/data/images/p00418_image_7.jpg"", ""project/data/images/p00418_image_8.jpg"", ""project/data/images/p00418_image_9.jpg""]",project/data/descriptions/p00418_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-911-turbo-s-coupe-60/
p00419,,959,15,Fair,3359,,no,,project/data/descriptions/p00419_seller_description.txt,https://bringatrailer.com/listing/porsche-959-kiddie-ride-2/
p00420,1983,911,81000,Fair,133000,36000,yes,"[""project/data/images/p00420_image_1.jpg"", ""project/data/images/p00420_image_10.jpg"", ""project/data/images/p00420_image_11.jpg"", ""project/data/images/p00420_image_12.jpg"", ""project/data/images/p00420_image_2.jpg"", ""project/data/images/p00420_image_3.jpg"", ""project/data/images/p00420_image_4.jpg"", ""project/data/images/p00420_image_5.jpg"", ""project/data/images/p00420_image_6.jpg"", ""project/data/images/p00420_image_7.jpg"", ""project/data/images/p00420_image_8.jpg"", ""project/data/images/p00420_image_9.jpg""]",project/data/descriptions/p00420_seller_description.txt,https://bringatrailer.com/listing/1983-porsche-911-turbo-8/
p00421,2017,911,78000,Fair,34750,42500,no,"[""project/data/images/p00421_image_1.jpg"", ""project/data/images/p00421_image_10.jpg"", ""project/data/images/p00421_image_11.jpg"", ""project/data/images/p00421_image_12.jpg"", ""project/data/images/p00421_image_2.jpg"", ""project/data/images/p00421_image_3.jpg"", ""project/data/images/p00421_image_4.jpg"", ""project/data/images/p00421_image_5.jpg"", ""project/data/images/p00421_image_6.jpg"", ""project/data/images/p00421_image_7.jpg"", ""project/data/images/p00421_image_8.jpg"", ""project/data/images/p00421_image_9.jpg""]",project/data/descriptions/p00421_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-cayenne-gts-7/
p00422,2006,Cayman,31000,Fair,32277,34000,no,"[""project/data/images/p00422_image_1.jpg"", ""project/data/images/p00422_image_10.jpg"", ""project/data/images/p00422_image_11.jpg"", ""project/data/images/p00422_image_12.jpg"", ""project/data/images/p00422_image_2.jpg"", ""project/data/images/p00422_image_3.jpg"", ""project/data/images/p00422_image_4.jpg"", ""project/data/images/p00422_image_5.jpg"", ""project/data/images/p00422_image_6.jpg"", ""project/data/images/p00422_image_7.jpg"", ""project/data/images/p00422_image_8.jpg"", ""project/data/images/p00422_image_9.jpg""]",project/data/descriptions/p00422_seller_description.txt,https://bringatrailer.com/listing/2006-porsche-cayman-s-263/
p00423,,356,25,Fair,4356,,no,,project/data/descriptions/p00423_seller_description.txt,https://bringatrailer.com/listing/porsche-356c-sc-tool-kit-2/
p00424,2017,911,74000,Fair,26000,42500,no,"[""project/data/images/p00424_image_1.jpg"", ""project/data/images/p00424_image_10.jpg"", ""project/data/images/p00424_image_11.jpg"", ""project/data/images/p00424_image_12.jpg"", ""project/data/images/p00424_image_2.jpg"", ""project/data/images/p00424_image_3.jpg"", ""project/data/images/p00424_image_4.jpg"", ""project/data/images/p00424_image_5.jpg"", ""project/data/images/p00424_image_6.jpg"", ""project/data/images/p00424_image_7.jpg"", ""project/data/images/p00424_image_8.jpg"", ""project/data/images/p00424_image_9.jpg""]",project/data/descriptions/p00424_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-macan-turbo-24-2/
p00425,2001,911,73000,Fair,25000,31000,no,"[""project/data/images/p00425_image_1.jpg"", ""project/data/images/p00425_image_10.jpg"", ""project/data/images/p00425_image_11.jpg"", ""project/data/images/p00425_image_12.jpg"", ""project/data/images/p00425_image_2.jpg"", ""project/data/images/p00425_image_3.jpg"", ""project/data/images/p00425_image_4.jpg"", ""project/data/images/p00425_image_5.jpg"", ""project/data/images/p00425_image_6.jpg"", ""project/data/images/p00425_image_7.jpg"", ""project/data/images/p00425_image_8.jpg"", ""project/data/images/p00425_image_9.jpg""]",project/data/descriptions/p00425_seller_description.txt,https://bringatrailer.com/listing/2001-porsche-911-carrera-coupe-54/
